,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY
,date,open,high,low,close,adjusted_close,volume,macd,macd_diff,macd_signal,bb_mavg,bb_hband,bb_lband,bb_hband_ind,bb_lband_ind,vwap,stoch_rsi,stochrsi_d,stochrsi_k
63,1993-04-30,44.125,44.2813,44.0313,44.0313,25.4008,88500,-0.2514349740050932,-0.06066425188448624,-0.19077072212060694,44.32346,45.24904992302213,43.39787007697787,0.0,0.0,44.39608095324722,0.5700597101246782,0.3928267934477278,0.48497010611701147
64,1993-05-03,44.0938,44.3125,43.9063,44.3125,25.5631,80500,-0.21740009073682387,-0.021303494892973535,-0.19609659584385034,44.334395,45.25402192973842,43.41476807026158,0.0,0.0,44.32922562677613,0.8256478168315955,0.5188676640741349,0.6383304467677907
65,1993-05-04,44.4063,44.625,44.3438,44.4688,25.6532,149100,-0.17578871392279893,0.016246305536841144,-0.19203501945964008,44.34221,45.26361461014698,43.42080538985302,0.0,0.0,44.29566832403389,0.943370762847694,0.6343311053842638,0.7796927632679891
66,1993-05-05,44.4688,44.75,44.4688,44.5938,25.7253,109000,-0.1312124077132566,0.04865808939710681,-0.1798704971103634,44.362525,45.287299636060105,43.43775036393989,0.0,0.0,44.25937433583323,1.0,0.7803431344207366,0.9230061932264298
67,1993-05-06,44.5313,44.5625,44.4063,44.4375,25.6352,54700,-0.1072610292560654,0.058087574283438415,-0.1653486035395038,44.36721,45.29250695536088,43.44191304463912,0.0,0.0,44.245750607518026,0.8748970613110912,0.8807071881824492,0.9394226080529284
68,1993-05-07,44.4688,44.4688,44.2813,44.3438,25.5811,68000,-0.09474800021688878,0.056480482658092024,-0.1512284828749808,44.370335,45.294872123700344,43.44579787629965,0.0,0.0,44.188210038894844,0.8012034576578074,0.9181541025341082,0.8920335063229662
69,1993-05-10,44.4063,44.6875,44.4063,44.4375,25.6352,113900,-0.0763899518218949,0.05987082484246875,-0.13626077666436365,44.346895,45.23909547629449,43.45469452370552,0.0,0.0,44.147956434821964,0.8782536587929388,0.8943025023210579,0.8514513925872791
70,1993-05-11,44.4375,44.625,44.3125,44.625,25.7433,42600,-0.04617905975378278,0.07206537352846469,-0.11824443328224747,44.328145,45.17948200136909,43.47680799863091,0.0,0.0,44.1417892409444,1.0,0.878879090353498,0.8931523721502487
71,1993-05-12,44.4375,44.5938,44.4375,44.5625,25.7073,31000,-0.026969055315746004,0.07302030237320119,-0.09998935768894719,44.309395,45.121854346613794,43.49693565338621,0.0,0.0,44.147956441850404,0.9441040067642146,0.8951298844188597,0.9407858885190511
72,1993-05-13,44.375,44.375,44.0,44.0313,25.4008,129100,-0.05398607115129295,0.036802629230123396,-0.09078870038141634,44.264085,45.03118498898456,43.49698501101544,0.0,0.0,44.175842213734384,0.5381348429284308,0.8871170701889494,0.8274129498975484
73,1993-05-14,44.0313,44.1563,43.9688,44.0,25.3828,63500,-0.07703488901503164,0.011003049093107772,-0.08803793810813941,44.21721,44.92636721500956,43.50805278499044,0.0,0.0,44.200634891857504,0.24594132912862132,0.7814196326745629,0.5760600596070888
74,1993-05-17,44.125,44.1563,43.9375,44.1563,25.4729,34000,-0.08174681310753584,0.005032900000482857,-0.0867797131080187,44.18752500000001,44.85336892127595,43.521681078724065,0.0,0.0,44.266581741276,0.46430124238193554,0.6065329381058777,0.4161258048129958
75,1993-05-18,44.1875,44.2188,43.9688,44.125,25.4549,105200,-0.08700377001068915,-0.00017924552213635647,-0.0868245244885528,44.16721,44.81439077505448,43.52002922494552,0.0,0.0,44.28634914363285,0.24956619899990204,0.4373740404189681,0.31993625683681953
76,1993-05-19,44.125,45.0313,43.8438,45.0313,25.9777,50200,-0.017833536587112064,0.05519279032115258,-0.07302632690826465,44.193775,44.930796456607695,43.45675354339231,1.0,0.0,44.33482442002442,1.0,0.4357837362590315,0.5712891471272791
77,1993-05-20,45.0313,45.1563,44.9375,45.1563,26.0498,98200,0.04653440739532044,0.09564858744286808,-0.04911418004754763,44.254715000000004,45.09167461258601,43.417755387414,1.0,0.0,44.417192674933574,1.0,0.5470269345435775,0.7498553996666338
78,1993-05-21,45.1875,45.25,44.7188,44.75,25.8154,221400,0.06402343008929279,0.09051008810947234,-0.02648665802017955,44.304715,45.13454353234878,43.474886467651224,0.0,0.0,44.517679675565006,0.6113024118007347,0.7305262280202749,0.8704341372669115
79,1993-05-24,44.8438,45.0938,44.8438,44.9375,25.9236,30500,0.0919533090650404,0.09475197366817596,-0.0027986646031355616,44.381275,45.14535819409612,43.617191805903886,0.0,0.0,44.534337603868096,0.7436390482474614,0.8017566745387592,0.784980486682732
80,1993-05-25,45.125,45.125,45.0313,45.0313,25.9777,191800,0.12027041300256514,0.09845526208456055,0.02181515091800458,44.43909000000001,45.216069057375506,43.66211094262451,0.0,0.0,44.610257658752666,0.8087931506381522,0.7922198313928087,0.7212448702287827
81,1993-05-26,45.1563,45.625,45.125,45.5938,26.3022,102400,0.18595737007039048,0.13131377532190872,0.05464359474848176,44.529714999999996,45.39630509520079,43.663124904799204,1.0,0.0,44.683215644666355,1.0,0.785678696624462,0.8508107329618712
82,1993-05-27,45.6563,45.6563,45.375,45.4375,26.212,53800,0.22283396184637638,0.1345522936783157,0.08828166816806068,44.60315,45.51490500547028,43.691394994529716,0.0,0.0,44.73453078784054,0.866414246486169,0.8212638007440315,0.8917357990414403
83,1993-05-28,45.4063,45.4063,45.0,45.2188,26.0859,79100,0.23174030626520903,0.11476691047771867,0.11697339578749036,44.662525,45.57224920408612,43.752800795913885,0.0,0.0,44.78563811918667,0.6870544828803435,0.8645675917084942,0.8511562431221708
84,1993-06-01,45.375,45.8125,45.3125,45.6563,26.3382,28300,0.2709775811658375,0.1232033483026777,0.14777423286315977,44.729715,45.72095381738969,43.738476182610306,0.0,0.0,44.81366497332787,0.9142514212183961,0.8551551418973046,0.8225733835283027
85,1993-06-02,45.5313,45.75,45.3438,45.5938,26.3022,20300,0.29364521727126913,0.11669678752648749,0.17694842974478164,44.785965,45.83744557190807,43.734484428091925,0.0,0.0,44.83349969365789,0.8622359986067001,0.8316367536285401,0.8211806342351465
86,1993-06-03,45.5,45.5,45.3438,45.4375,26.212,21600,0.295590000917727,0.09491325693835631,0.20067674397937071,44.82815,45.912588652022386,43.743711347977616,0.0,0.0,44.9270579357145,0.7313465411306942,0.8265662238051265,0.8359446536519299
87,1993-06-04,45.3125,45.3125,45.0938,45.2813,26.1219,32000,0.2812847459294332,0.06448640156004998,0.21679834436938322,44.87034,45.95635782011168,43.78432217988832,0.0,0.0,44.98870536739022,0.5478674258713155,0.7903139810299932,0.7138166552029032
88,1993-06-07,45.375,45.375,45.125,45.125,26.0318,121400,0.2544030248311415,0.030083744369406612,0.2243192804617349,44.909400000000005,45.97281592991648,43.84598407008353,0.0,0.0,45.038389116646485,0.4061811909052352,0.7038532316079715,0.5617983859690816
89,1993-06-08,45.0,45.0,44.7188,44.7188,25.7974,104500,0.19803924875890289,-0.021024025362265636,0.21906327412116852,44.92346500000001,45.96883091349639,43.878099086503624,0.0,0.0,45.1030146170489,0.0,0.5312104155880562,0.31801620559218347
90,1993-06-09,44.875,45.0625,44.8125,44.875,25.8876,43300,0.16408313646573447,-0.043984110124347275,0.20806724659008174,44.935965,45.97269948534334,43.899230514656665,0.0,0.0,45.11642402054675,0.13979579336652745,0.3539356398839509,0.18199232809058744
91,1993-06-10,44.8438,44.9375,44.75,44.9063,25.9056,17900,0.13810631758686753,-0.05596874320257139,0.19407506078943892,44.953155,45.97585592886441,43.93045407113559,0.0,0.0,45.11524324939936,0.16820294441212494,0.20089159320299613,0.10266624592621736
92,1993-06-11,45.0625,45.1563,44.9063,45.0938,26.0137,647400,0.1311375128517156,-0.05035003835017868,0.18148755120189428,45.006280000000004,45.93827839184417,44.074281608155836,0.0,0.0,45.11886371099065,0.33820512696832944,0.16668662075526627,0.21540128824899382
93,1993-06-14,45.1563,45.1875,45.0313,45.0313,25.9777,64200,0.11919742352529994,-0.04983210214127548,0.16902952566657542,45.057845,45.86753044379908,44.24815955620092,0.0,0.0,45.120575916230365,0.2747733785731112,0.19282045027546657,0.2603938166511884
94,1993-06-15,45.0938,45.125,44.9375,44.9375,25.9236,142400,0.10100165640602654,-0.054422295408439125,0.15542395181446567,45.09690500000001,45.796781910535074,44.39702808946494,0.0,0.0,45.11649270030209,0.177948065381776,0.24647909840264037,0.2636421903077388
95,1993-06-16,44.9375,45.0313,44.8125,45.0313,25.9777,330900,0.09307731856151236,-0.04987730660236264,0.142954625163875,45.14222,45.68402700475364,44.600412995246366,0.0,0.0,45.06596055493723,0.30683428665408535,0.25907375016508377,0.25318524353632404
96,1993-06-17,45.125,45.1875,45.0313,45.1875,26.0678,37400,0.09826848043761771,-0.035748915781005836,0.13401739621862355,45.15003,45.68971532720476,44.61034467279524,0.0,0.0,45.05401667356716,0.4820835058213815,0.27970535104327016,0.3222886192857475
97,1993-06-18,44.8438,44.8438,44.5,44.5,25.8532,58500,0.046372456489400804,-0.0701159517833782,0.11648840827277901,45.117215,45.726684353700506,44.5077456462995,0.0,1.0,45.031314464203746,0.0,0.2794821534379646,0.26297259749182217
98,1993-06-21,44.625,44.625,44.5313,44.5938,25.9076,29300,0.01266733850730617,-0.08305685581237827,0.09572419431968444,45.109404999999995,45.74109494760096,44.47771505239903,0.0,0.0,45.01393533201684,0.0926835286651033,0.2589500760910215,0.19158901149549482
99,1993-06-22,44.6563,44.6563,44.5625,44.625,25.9258,137500,-0.01139527345596747,-0.08569557422052154,0.07430030076455407,45.093779999999995,45.756407348062325,44.431152651937666,0.0,0.0,44.977003526626774,0.14690251632096138,0.17814120799422395,0.07986201499535478
100,1993-06-23,44.625,44.625,44.2188,44.2188,25.6898,227600,-0.06252130535361289,-0.10945728489453357,0.046935979540920686,45.053155,45.81788416114145,44.288425838858544,0.0,1.0,44.90105097862241,0.0,0.11710434716206815,0.07986201499535478
101,1993-06-24,44.3438,44.8125,44.3438,44.8125,26.0347,243700,-0.05450413598163095,-0.0811520924180413,0.02664795643641036,45.014089999999996,45.74335672459404,44.284823275405955,0.0,0.0,44.869249208220005,0.6766326881184459,0.1447452549346151,0.2745117348131356
102,1993-06-25,44.7813,44.9063,44.75,44.7813,26.0166,44800,-0.050090637060776544,-0.061390874797749524,0.011300237736972979,44.981280000000005,45.69015728303292,44.27240271696709,0.0,0.0,44.84872432610125,0.6457226059692243,0.2650529492792379,0.4407850980292232
103,1993-06-28,45.0,45.2813,44.9375,45.2813,26.3071,439900,-0.006175894179065722,-0.01398090553283096,0.007805011353765238,44.984405,45.69797853503344,44.27083146496656,0.0,0.0,44.907008753921886,1.0,0.4964717547349718,0.7741184313625565
104,1993-06-29,45.2188,45.2188,45.0,45.0625,26.18,207500,0.01084649291262707,0.0024331852470894644,0.008413307665537606,44.95471500000001,45.60015468974656,44.309275310253454,0.0,0.0,44.92158999366045,0.7939628829943918,0.676044008570995,0.8132284963212052
105,1993-06-30,45.125,45.2188,45.0,45.0625,26.18,437600,0.024059514219075595,0.012516965242830391,0.011542548976245204,44.92815,45.506429508542475,44.34987049145753,0.0,0.0,44.94663825455658,0.7939628829943918,0.8166629498933409,0.862641921996261
106,1993-07-01,45.125,45.125,44.875,44.9375,26.1073,605700,0.024165903969496583,0.010098683994601102,0.014067219974895481,44.903150000000004,45.43233540229312,44.37396459770689,0.0,0.0,44.93047761112958,0.6713974658983423,0.8096593874266138,0.7531077439623751
107,1993-07-02,44.7813,44.8125,44.5313,44.6875,25.9621,285400,0.00403084290250888,-0.008029101657909281,0.012059944560418161,44.87346,45.380621419668465,44.36629858033154,0.0,0.0,44.9050363597877,0.4385792072633232,0.7501320615591073,0.6346465187186855
108,1993-07-06,44.625,44.75,44.1563,44.2188,25.6898,246400,-0.04917959916310366,-0.04899163497881746,-0.00018796418428620315,44.82815,45.39565523345616,44.26064476654384,0.0,1.0,44.86178698457475,0.06692323397103118,0.5933514105750975,0.3922999690442321
109,1993-07-07,44.1875,44.4063,44.1875,44.3438,25.7624,343700,-0.08033673070553249,-0.06411901321699703,-0.01621771748853546,44.8094,45.41370409563409,44.205095904365905,0.0,0.0,44.79579694070752,0.19828930119556307,0.4205145784131856,0.23459724747663901
110,1993-07-08,44.375,44.9375,44.3125,44.8438,26.0529,248200,-0.0639460305669104,-0.038182650462699946,-0.025763380104210448,44.80784,45.41161951737379,44.204060482626204,0.0,0.0,44.78539361418902,0.664641190470771,0.31228281946666425,0.3099512418791216
111,1993-07-09,44.8438,44.9688,44.75,44.9688,26.1255,378200,-0.040404074269510204,-0.011712555332239801,-0.028691518937270403,44.810964999999996,45.41739174174226,44.204538258257735,0.0,0.0,44.79875249301165,0.7682907397899658,0.3627629666137313,0.5437404104854332
112,1993-07-12,44.9063,44.9688,44.8438,44.9375,26.1073,373700,-0.0239959424208962,0.003756461213099367,-0.027752403633995566,44.80315,45.398727190631185,44.20757280936882,0.0,0.0,44.81069301010292,0.7388011042870264,0.5258675546268253,0.7239110115159209
113,1993-07-13,44.9688,45.0938,44.6563,44.9063,26.0892,389600,-0.013355999321035483,0.01151712345036807,-0.024873122771403553,44.7969,45.38535003186348,44.20844996813652,0.0,0.0,44.82323652653548,0.7077863160091202,0.6686480473433528,0.738292720028704
114,1993-07-14,44.9375,45.1875,44.9063,45.0625,26.18,617300,0.007592742416136389,0.025972692150031954,-0.018379949733895565,44.80315,45.40003540776278,44.206264592237225,0.0,0.0,44.87425368835318,0.8451091226451406,0.7420341930639069,0.7638988476470957
115,1993-07-15,45.0313,45.0313,44.7813,44.875,26.071,443800,0.00896178232513023,0.021873385647220637,-0.012911603322090407,44.795335,45.38410481333976,44.20656518666024,0.0,0.0,44.88664360438315,0.6319498224070844,0.7434911071209717,0.7282817536871149
116,1993-07-16,44.9063,44.9375,44.6875,44.75,25.9984,216400,-3.9246604579545874e-05,0.01029788537400869,-0.010337131978588236,44.77346,45.33416331334863,44.21275668665137,0.0,0.0,44.88335074139182,0.49518089797844195,0.716531294114811,0.6574132810102221
117,1993-07-19,44.75,44.75,44.5938,44.7188,25.9803,188200,-0.00957977643150798,0.0006058844376642045,-0.010185660869172185,44.7844,45.33171247016685,44.23708752983315,0.0,0.0,44.85093245545363,0.5448588839646572,0.6476749676046883,0.5573298681167277
118,1993-07-20,44.6875,44.8438,44.4688,44.8438,26.0529,68500,-0.0069738692995358065,0.0025694332557091026,-0.009543302555244909,44.79690000000001,45.33760873860161,44.256191261398406,0.0,0.0,44.83865848183864,0.7272505230092378,0.6012799724814651,0.5890967683174454
119,1993-07-21,44.7813,44.8125,44.6563,44.8125,26.0347,142700,-0.00734959597049567,0.001754965267799391,-0.009104561238295061,44.80627500000001,45.34120782522214,44.27134217477787,0.0,0.0,44.8116568392043,0.6805362999548311,0.5991028462479161,0.6508819023095752
120,1993-07-22,44.75,44.8125,44.5,44.5,25.8532,632400,-0.03248898756774565,-0.018707541063560474,-0.013781446504185179,44.820335,45.305203944252085,44.335466055747915,0.0,0.0,44.76079281305789,0.24511652024213496,0.5969821505652518,0.5509677810687345
121,1993-07-23,44.5938,44.7188,44.5625,44.7188,25.9803,286200,-0.034360716168812644,-0.016463415731701972,-0.017897300437110672,44.815650000000005,45.30253775913976,44.32876224086025,0.0,0.0,44.760127625146616,0.5869264391399559,0.5686809232746501,0.5041930864456404
122,1993-07-26,44.8438,45.0625,44.8438,44.9688,26.1255,121300,-0.01549257514493263,0.001923780233742435,-0.017416355378675065,44.825025,45.31610862577073,44.33394137422926,0.0,0.0,44.78685308225847,0.9232343643147257,0.5467511029155491,0.585092441232272
123,1993-07-27,45.0,45.0313,44.7813,44.9375,26.1073,92800,-0.003030156107470816,0.0115089594169634,-0.014539115524434217,44.807835,45.25602457272579,44.3596454272742,0.0,0.0,44.82854419546115,0.8518801181254825,0.6255441671793225,0.7873469738600546
124,1993-07-28,44.8438,44.9375,44.7813,44.8438,26.0529,30800,-0.0007062647692066548,0.01106628060418205,-0.011772545373388704,44.7969,45.23012446837654,44.363675531623464,0.0,0.0,44.836883886251954,0.657943594196774,0.7278195913237736,0.8110193588789939
125,1993-07-29,44.9375,45.2188,44.875,45.0938,26.1981,331000,0.021065516362128278,0.026270449388413587,-0.005204933026285307,44.798465,45.235723382538445,44.361206617461555,0.0,0.0,44.85019689091079,1.0,0.8116580789488225,0.8366079041074186
126,1993-07-30,45.0938,45.0938,44.7813,44.8438,26.0529,75300,0.01794009683412412,0.018516023888327543,-0.0005759270542034221,44.79378,45.22696818358784,44.36059181641215,0.0,0.0,44.84452418850663,0.5448919031845231,0.7939685873711705,0.7342784991270989
127,1993-08-02,44.9063,45.125,44.9063,44.9688,26.1255,41300,0.025258470744269346,0.020667518238778215,0.004590952505491131,44.807845,45.24456918973551,44.37112081026449,0.0,0.0,44.8416261770073,0.7547448662599522,0.7791439976831143,0.7665455898148249
128,1993-08-03,45.0625,45.1875,44.8438,45.0,26.1437,81600,0.033193282545731506,0.0228818640321923,0.010311418513539207,44.846905,45.19706951833407,44.49674048166593,0.0,0.0,44.79942480834212,0.8076380805179513,0.7344163463097998,0.7024249499874754
129,1993-08-04,45.0,45.0938,44.875,45.0,26.1437,434000,0.03903174441245483,0.022976260719132495,0.016055483693322332,44.879715,45.14873896380272,44.610691036197274,0.0,0.0,44.81391346338499,0.8076380805179513,0.7529925163003061,0.7900070090986181
130,1993-08-05,45.0,45.0,44.8438,44.9063,26.0892,36800,0.03568658781900069,0.015704883300542687,0.019981704518458005,44.88284,45.151574451829546,44.61410554817046,0.0,0.0,44.817267769583935,0.6104187534366492,0.7447767546367592,0.7418983048241837
131,1993-08-06,45.0313,45.0625,44.9063,44.9688,26.1255,402300,0.03764480886037802,0.014130483473536012,0.02351432538684201,44.88284,45.151574451829546,44.61410554817046,0.0,0.0,44.849518888488774,0.737482529455612,0.7501394783531797,0.7185131211367374
132,1993-08-09,45.0938,45.3438,45.0,45.2188,26.2707,828200,0.05869304689723975,0.028142977208318196,0.030550069688921558,44.896905000000004,45.202524354590196,44.59128564540981,1.0,0.0,44.931204586196166,1.0,0.7476817289750027,0.782633760964087
133,1993-08-10,45.1875,45.2188,45.125,45.1875,26.2526,604900,0.07201809895578748,0.033174423413492735,0.038843675542294745,44.910965000000004,45.24184850381989,44.58008149618012,0.0,0.0,44.97449428926288,0.9373718472514634,0.7975883358899499,0.8916181255690251
134,1993-08-11,45.1563,45.3125,45.1563,45.1875,26.2526,542200,0.08163723548079105,0.03423484795079704,0.04740238752999401,44.917215000000006,45.263667584201826,44.570762415798185,0.0,0.0,45.06829521324225,0.9062541195395426,0.8740424029322602,0.9478753222636686
135,1993-08-12,45.3125,45.3125,44.9063,45.0625,26.18,303700,0.07827174716868512,0.024695487710952882,0.05357625945773224,44.926590000000004,45.27807677869889,44.57510322130112,0.0,0.0,45.09953973222624,0.3997160573023057,0.8624247075101548,0.7477806746977703
136,1993-08-13,45.0938,45.1563,45.0938,45.125,26.2163,103500,0.07972873783961631,0.020921982705507255,0.05880675513410906,44.94534,45.297154163444446,44.59352583655556,0.0,0.0,45.1045962465459,0.6073100029565901,0.7778053522980839,0.6377600599328127
137,1993-08-16,45.1563,45.5,45.1563,45.375,26.3615,241800,0.09990468508505046,0.03287834396075312,0.06702634112429734,44.97815000000001,45.36041259299088,44.59588740700913,1.0,0.0,45.12314708680435,1.0,0.6848498071278494,0.6690086867529651
138,1993-08-17,45.3438,45.5313,45.3438,45.5313,26.4523,369300,0.12704191229916972,0.048012456939897905,0.07902945535927182,45.012525,45.45860024869701,44.56644975130298,1.0,0.0,45.154069808230396,1.0,0.7252906936682137,0.8691033343188632
139,1993-08-18,45.6875,45.875,45.6563,45.7813,26.5975,414300,0.16679852151479935,0.07021525292442202,0.09658326859037733,45.060965,45.60850348549677,44.51342651450324,1.0,0.0,45.21788421965232,1.0,0.8460373403572762,1.0
140,1993-08-19,45.8125,45.8125,45.7188,45.7813,26.5975,28500,0.19604602421632933,0.07957020450076159,0.11647581971556774,45.125029999999995,45.69443429608502,44.55562570391497,1.0,0.0,45.2267332160154,1.0,0.9563677781062877,1.0
141,1993-08-20,45.6875,45.8125,45.6563,45.8125,26.6157,80700,0.21921548047289718,0.08219172860586355,0.13702375186703364,45.179715,45.79108877527996,44.568341224720044,1.0,0.0,45.238458316561555,1.0,1.0,1.0
142,1993-08-23,45.625,45.75,45.625,45.7188,26.5612,15600,0.22739536237791924,0.07229728840870847,0.15509807396921077,45.217214999999996,45.86326329006821,44.57116670993178,0.0,0.0,45.24430847973127,0.7969379341177453,0.9774375482353049,0.9323126447059149
143,1993-08-24,45.7188,46.2188,45.7188,46.2188,26.8517,273400,0.2710987415071884,0.09280053403038208,0.1782982074768063,45.281279999999995,46.04675207813221,44.51580792186778,1.0,0.0,45.32237377587236,1.0,0.95487509647061,0.9323126447059149
144,1993-08-25,46.2188,46.4375,46.1563,46.25,26.8699,242300,0.30473872525224976,0.10115241422035476,0.203586311031895,45.35159,46.19750929615067,44.50567070384933,1.0,0.0,45.377931001115925,1.0,0.9323126447059149,0.9323126447059149
145,1993-08-26,46.2813,46.5313,46.0938,46.2813,26.888,120000,0.3301188979841214,0.10122606956178112,0.2288928284223403,45.410965,46.33889759081682,44.483032409183174,0.0,0.0,45.44301922720148,1.0,0.95487509647061,1.0
146,1993-08-27,46.1563,46.25,46.1563,46.25,26.8699,25700,0.3437447438796326,0.09188153236583385,0.25186321151379876,45.481275,46.43926541096454,44.523284589035455,0.0,0.0,45.511806216267075,0.9385116525160615,0.9706055096259784,0.9795038841720203
147,1993-08-30,46.2813,46.5,46.2813,46.4375,26.9788,183500,0.36546021010683916,0.09087759887443231,0.27458261123240685,45.55471,46.56788419805283,44.54153580194717,0.0,0.0,45.636308604743306,1.0,0.9863359227813469,0.9795038841720203
148,1993-08-31,46.4063,46.5625,46.3438,46.5625,27.0514,66500,0.3882804732750813,0.09095828963413954,0.29732218364094176,45.632835,46.702271951437524,44.563398048562476,0.0,0.0,45.750993924173684,1.0,0.9795038841720203,0.9795038841720203
149,1993-09-01,46.4063,46.5938,46.4063,46.5,27.0151,136500,0.39674899315590295,0.07954144761196896,0.317207545543934,45.707835,46.79939095051283,44.616279049487176,0.0,0.0,45.88213912640482,0.8792269908836874,0.9729166995462011,0.9597423302945624
150,1993-09-02,46.5313,46.5938,46.3125,46.3438,26.9243,472400,0.3864021184966546,0.055355658362176485,0.33104646013447814,45.77971,46.83953496460498,44.71988503539502,0.0,0.0,46.00604364101604,0.4478949951638111,0.9049845143830274,0.7757073286824993
151,1993-09-03,46.3125,46.4375,46.25,46.375,26.9425,630500,0.3763810387095248,0.0362676628600373,0.3401133758494875,45.850019999999994,46.8712026488929,44.82883735110709,0.0,0.0,46.13013822132148,0.3606789830237734,0.7660166606669397,0.5626003230237572
152,1993-09-07,46.375,46.4375,46.0,46.0625,26.7609,196400,0.3393117478368737,-0.0006413024100910825,0.33995305024696476,45.892205000000004,46.87456823114209,44.909841768857916,0.0,0.0,46.21724156879049,0.0,0.535944103700706,0.26952465939586134
153,1993-09-08,46.0625,46.0625,45.5938,45.9063,26.6702,269900,0.2939416567219837,-0.03680911481998489,0.3307507715419686,45.928145,46.85582419557351,45.00046580442649,0.0,0.0,46.24895250009118,0.0,0.3174504366980699,0.12022632767459097
154,1993-09-09,45.7188,46.0313,45.7188,46.0,26.7246,239200,0.2625201704442688,-0.05458448087815981,0.3171046513224286,45.96877,46.8320826620176,45.1054573379824,0.0,0.0,46.22665034207139,0.09617314025072904,0.14060290016245403,0.03205771341690953
155,1993-09-10,46.125,46.4375,46.0625,46.4063,26.9606,106500,0.26732191002218286,-0.039826193040196634,0.3071481030623795,46.03596,46.81137743957684,45.26054256042317,0.0,0.0,46.24198041901692,0.44228200298872333,0.11058969627932824,0.179485047746484
156,1993-09-13,46.5625,46.5625,46.4375,46.4375,26.9788,66900,0.27052644205590326,-0.02929732880518099,0.29982377086108425,46.101585,46.77264602039969,45.43052397960031,0.0,0.0,46.25001913390765,0.46514098070295773,0.18202493415917678,0.33453204131413655
157,1993-09-14,46.3125,46.3125,46.0938,46.25,26.8699,184500,0.25499692792784856,-0.035861474346588595,0.29085840227443716,46.145335,46.72970379887608,45.560966201123925,0.0,0.0,46.26645544296336,0.22822947388122428,0.29752263608386303,0.3785508191909683
158,1993-09-15,46.0625,46.4063,45.9063,46.375,26.9425,101000,0.24989549175427328,-0.032770328416131145,0.2826658201704044,46.18752,46.70666352774532,45.66837647225468,0.0,0.0,46.26382941715782,0.3319960977080847,0.3516239037563979,0.3417888507640887
159,1993-09-16,46.3125,46.3438,46.1563,46.2813,26.888,54300,0.23557618430483274,-0.037671708692457395,0.27324789299729013,46.21252,46.69807741411274,45.72696258588726,0.0,0.0,46.262081276367454,0.21537303185376083,0.3262908459231379,0.25853286781435647
160,1993-09-17,45.875,45.9063,45.75,45.8125,26.7813,200900,0.18427557380393011,-0.07117785535468801,0.25545342915861813,46.21408,46.69425635343679,45.73390364656321,0.0,0.0,46.23213571559528,0.0,0.2609260316996868,0.182456376520615
161,1993-09-20,45.875,45.9688,45.4375,45.4375,26.5621,57800,0.11206825134534881,-0.11470814225061549,0.2267763935959643,46.19533,46.758823638295816,45.63183636170418,0.0,1.0,46.207831259056995,0.0,0.17092675165096394,0.07179101061792013
162,1993-09-21,45.5,45.5625,44.8125,45.2813,26.4707,318200,0.041758032879570806,-0.1480146885731148,0.18977272145268562,46.173455000000004,46.834730296604874,45.512179703395134,0.0,1.0,46.09796042723777,0.0,0.08474912904617844,0.0
163,1993-09-22,45.4375,45.7188,45.375,45.6563,26.69,439700,0.016110334276696392,-0.1389299097407914,0.15504024401748778,46.14533,46.84332683409014,45.44733316590986,0.0,0.0,46.013738442873404,0.2758525109942719,0.054580615872003614,0.09195083699809048
164,1993-09-23,45.7813,45.9375,45.7188,45.9063,26.8361,88500,0.015775409909458915,-0.1114118672864231,0.12718727719588202,46.128145,46.83188798568431,45.424402014315696,0.0,0.0,45.94452468943574,0.4309654753558464,0.10918561081604332,0.23560599545003927
165,1993-09-24,45.8438,45.875,45.7188,45.7813,26.763,53500,0.005361718055823417,-0.09746044731204688,0.1028221653678703,46.103145,46.81877282918209,45.38751717081791,0.0,0.0,45.83244149104727,0.41637918661506457,0.2339852967010636,0.3743990576550608
166,1993-09-27,46.125,46.2813,46.125,46.2813,27.0553,274600,0.03702778035789578,-0.052635508007979614,0.0896632883658754,46.10471,46.821751111513045,45.38766888848695,0.0,0.0,45.85007865743568,0.7342834630156504,0.37907147603354013,0.5272093749955203
167,1993-09-28,46.3125,46.3125,46.1563,46.1875,27.0005,158300,0.05393278324005024,-0.028584404100660127,0.08251718734071037,46.09221,46.79416723203047,45.390252767969535,0.0,0.0,45.87450417111082,0.6658922971828128,0.5023755827516968,0.6055183156045092
168,1993-09-29,46.1875,46.3125,45.9688,46.0313,26.9092,221000,0.05410242614499339,-0.02273180895657359,0.07683423510156698,46.065650000000005,46.73380394184266,45.39749605815735,0.0,0.0,45.8919911797165,0.5538027467733779,0.5946846198635477,0.6513261689906136
169,1993-09-30,46.0313,46.125,45.8438,45.9375,26.8544,99300,0.04613616430533085,-0.0245584566369889,0.07069462094231975,46.037525,46.67691387032845,45.398136129671556,0.0,0.0,45.8764411329164,0.48768382266034027,0.6086569244890999,0.5691262888721769
170,1993-10-01,45.875,46.2188,45.8125,46.1563,26.9823,22700,0.05682315386906822,-0.011097173658601217,0.06792032752766944,46.02815,46.65466990391358,45.401630096086414,0.0,0.0,45.8605689765349,0.7205164160452852,0.6025955954519305,0.587334328493001
